0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.7573,-0.6505,0.4891,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.894,-0.3751,0.4612,-1.907,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.8257,-0.7606,0.4054,-1.8512,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.8257,-0.5679,0.4054,-1.8233,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.5521,-0.4302,0.2938,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.9624,-0.5404,0.4612,-1.907,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.8257,-0.5404,0.4333,-1.8791,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7641,1.6889,-0.5954,0.517,-1.8791,-0.1669
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.6889,-0.678,0.4891,-1.8512,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.9624,-0.265,0.5728,-1.9349,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.7573,-0.5679,0.3217,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.6889,-0.4027,0.4891,-1.9628,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.894,-0.1273,0.2658,-1.8791,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.7573,-0.7056,0.4612,-1.9349,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.6889,-0.2925,0.4612,-1.8791,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.6205,-0.4578,0.4333,-1.9349,0.0278
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4837,-0.5404,0.3775,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.5521,-0.265,0.4612,-1.8791,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5057,1.6889,-0.3751,0.3775,-1.8791,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5057,1.4153,-0.2375,0.3496,-1.907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.7573,-0.265,0.4333,-1.9349,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6967,2.0308,-0.3476,0.3775,-1.7954,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8315,1.6205,-0.3751,0.4054,-1.9349,-0.1948
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.6205,-0.6505,0.4333,-1.907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6967,1.894,-0.4578,0.2938,-1.9628,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8315,1.5521,-0.4853,0.2938,-1.9907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7641,1.894,-0.3751,0.4333,-1.9907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6293,1.2785,-0.4027,0.4054,-1.8512,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4837,-0.4578,0.4612,-1.8791,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.6205,-0.4578,0.4612,-1.9349,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.6889,-0.3201,0.2658,-1.8791,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.6889,-0.1824,0.3217,-1.9907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6293,1.5521,-0.5128,0.3496,-1.8791,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.6889,-0.0998,0.3775,-1.907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.6889,-0.6505,0.4612,-1.8791,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.5521,-0.3476,0.3496,-1.8233,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.6205,-0.3476,0.4891,-1.8233,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.6205,-0.4853,0.4054,-1.9907,0.0278
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.6205,-0.8157,0.4891,-1.8233,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.3469,-0.5128,0.4054,-1.8791,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.6205,-0.1824,0.3496,-1.8233,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.3469,-0.5404,0.4054,-1.9628,0.0278
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.8257,-0.3751,0.4612,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.3469,-0.5679,0.4333,-1.8791,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.5521,-0.265,0.4054,-1.9628,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.4837,-0.4302,0.2938,-1.9907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.5521,-0.4027,0.517,-2.0186,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.6889,-0.3201,0.3496,-1.9907,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.5521,-0.3751,0.3775,-1.907,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.4837,-0.3751,0.3775,-1.9349,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.6889,-0.2099,0.2658,-2.0465,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.5521,-0.3751,0.4054,-1.9349,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.4837,-0.5128,0.4612,-1.8791,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.6405,1.6889,-0.9534,0.4054,-1.9628,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.6889,-0.1824,0.4333,-1.9349,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.4153,-0.5128,0.4333,-1.9907,-0.1948
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.4153,-0.5128,0.4054,-1.907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4153,-0.4302,0.3496,-1.9349,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.4153,-0.5128,0.4612,-1.9907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.5521,-0.4027,0.4054,-1.8233,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5057,1.5521,-0.2099,0.4054,-1.8233,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.6205,-0.4853,0.3775,-1.8512,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.6889,-0.3751,0.4333,-1.8512,-0.1669
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.3469,-0.7331,0.3775,-1.9349,0.0834
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.5521,-0.5404,0.4054,-1.907,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.8257,-0.678,0.4891,-1.8791,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.4837,-0.1824,0.3496,-1.907,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.4153,-0.4578,0.4333,-1.8512,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.6889,-0.5954,0.4333,-1.7954,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.4153,-0.5404,0.517,-1.9349,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.2785,-0.3751,0.4054,-1.907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.3469,-0.3201,0.517,-1.9628,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3708,1.4837,-0.6505,0.3496,-1.907,-0.2504
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.8257,-0.5404,0.4333,-1.9349,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4837,-0.1549,0.4054,-1.8233,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.6405,1.2785,-0.5954,0.3496,-1.907,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.2785,-0.5128,0.4333,-1.907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.5521,-0.7331,0.4333,-1.907,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.7573,-0.5128,0.4333,-1.8233,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.4837,-0.5404,0.4054,-1.9628,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.2785,-0.3201,0.4612,-1.907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8989,1.0733,-0.5954,0.3775,-1.8233,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.6205,-0.3751,0.4891,-1.9349,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5731,1.4837,-0.5954,0.4891,-1.8233,-0.2226
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.3469,-0.0723,0.4054,-1.9349,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.6205,-0.5128,0.517,-2.0186,0.0556
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5618,1.6889,-0.6505,0.3496,-1.9349,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.4153,-0.5404,0.4054,-1.907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.4837,-0.1549,0.4333,-1.9349,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9663,1.4837,-0.3476,0.4612,-1.907,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.4153,-0.265,0.4054,-1.907,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6293,1.7573,-0.4302,0.4612,-1.8233,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.6405,1.6205,-0.5679,0.517,-1.907,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.4837,-0.7331,0.4333,-1.9907,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.3469,-0.5679,0.517,-1.8791,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.4837,-0.5954,0.4612,-1.907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.3469,-0.5679,0.4054,-1.8791,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.4837,-0.678,0.4891,-1.9628,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3034,1.4837,-0.1824,0.4054,-1.8233,0.0278
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6293,1.5521,-0.8433,0.4891,-1.907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.5521,-0.3751,0.4054,-1.9628,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6293,1.6205,-0.5679,0.4054,-1.8233,-0.1948
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.4837,-0.8433,0.4333,-1.9349,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.6405,1.4153,-0.4302,0.4891,-1.907,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.4153,-0.0998,0.517,-1.9628,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7641,1.6205,-0.4853,0.3496,-1.9349,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.4153,-0.6505,0.3775,-1.9907,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,1.2785,-0.6505,0.4333,-1.9349,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.6205,-0.4578,0.4612,-1.7954,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.5521,-0.678,0.3775,-1.8233,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.6889,-0.2375,0.3217,-1.8512,-0.0835
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.2101,-0.0998,0.4333,-1.9907,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.3469,-0.2925,0.4333,-1.8233,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4153,-0.4027,0.4333,-1.8512,-0.1113
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.3469,-0.2925,0.4333,-1.9907,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.3469,-0.0998,0.4054,-1.9628,0.0
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.4153,-0.5954,0.3775,-1.9349,-0.0557
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.236,1.6205,-0.1824,0.4612,-1.7675,-0.0279
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6967,1.4837,-0.4853,0.3775,-1.8512,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.3469,-0.2375,0.4333,-1.8791,-0.1391
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,1.0733,-0.3476,0.3496,-1.8233,-0.1113
